original_nombre,substitute_nombre,similarity_score,reason,vegan_safe,gluten_free_safe,cost_ratio
xilitol,azucar de coco,0.9887,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.7
xilitol,azucar blanca,0.9858,"Similar en: poder aglutinante, aporte de humedad, contenido graso, capacidad leudante",True,True,0.06
xilitol,azucar flor,0.9858,"Similar en: poder aglutinante, aporte de humedad, contenido graso, capacidad leudante",True,True,0.09
yogur natural,aquafaba,0.9792,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.5
yogur natural,yogur vegano,0.9786,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.5
yogur natural,gel de chia,0.961,"Similar en: aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,2.0
yogur natural,tofu sedoso,0.958,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,1.25
yogur natural,huevo,0.937,"Similar en: aporte de humedad, nivel de dulzor, capacidad leudante",False,True,87.5
yogur vegano,yogur natural,0.9786,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",False,True,0.67
yogur vegano,aquafaba,0.9692,"Similar en: aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.33
yogur vegano,pure de zapallo,0.944,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.33
yogur vegano,pure de calabaza,0.944,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.33
yogur vegano,pure de remolacha,0.938,"Similar en: poder aglutinante, aporte de humedad, contenido graso, nivel de dulzor, capacidad leudante",True,True,0.33
